title,url,locale,nation,category,tags
Civil Nuclear Constabulary - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-nuclear-constabulary.atom,en-gb,united kingdom,governments,uk
Civil Nuclear Police Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-nuclear-police-authority.atom,en-gb,united kingdom,governments,uk
Civil Procedure Rule Committee - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-procedure-rules-committee.atom,en-gb,united kingdom,governments,uk
Civil Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-service.atom,en-gb,united kingdom,governments,uk
Civil Service Board - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-service-board.atom,en-gb,united kingdom,governments,uk
Civil Service Commission - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-service-commission.atom,en-gb,united kingdom,governments,uk
Civil Service Fast Stream - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-service-fast-stream.atom,en-gb,united kingdom,governments,uk
Civil Service Group - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-service-group.atom,en-gb,united kingdom,governments,uk
Civil Service HR - Activity on GOV.UK,https://www.gov.uk/government/organisations/civil-service-hr.atom,en-gb,united kingdom,governments,uk
classless Kulla,https://www.classless.org/feed/atom/,"de-de,en-us",germany,news,"germany,war,literature,history,europe"
Cloudron Announcements,https://forum.cloudron.io/category/1.rss,en-us,germany,projects,"hosting,internet,webapp,server"
Cloudron,https://blog.cloudron.io/rss/,en-us,germany,projects,"hosting,internet,webapp,server"
cloudron,https://social.cloudron.io/@cloudron.rss,en-us,germany,projects,"hosting,internet,webapp,server"
Cloudways,https://www.cloudways.com/blog/feed/,en-us,,corporations,"data,marketing,hosting,server"
CMake,https://cmake.org/feed/,en-us,,projects,code
Coal Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-coal-authority.atom,en-gb,united kingdom,governments,uk
Codemadness,https://codemadness.org/atom.xml,en-us,,news,"internet,technology,computer,people"
code monk | hacking habits,https://drj11.wordpress.com/feed/,en-us,,news,"technology,code,computer,linux,hacking"
Collabora Newsroom,https://www.collabora.com/newsroom-rss-feed.rss,en-us,,organizations,"news,technology,software,digital,internet,collabora"
Collabora Office and Collabora Online,https://www.collaboraoffice.com/feed/,en-us,,projects,"office,nextcloud,collabora"
College of Policing - Activity on GOV.UK,https://www.gov.uk/government/organisations/college-of-policing.atom,en-gb,united kingdom,governments,uk
Commissioner for Public Appointments - Activity on GOV.UK,https://www.gov.uk/government/organisations/commissioner-for-public-appointments.atom,en-gb,united kingdom,governments,uk
Commission for Countering Extremism - Activity on GOV.UK,https://www.gov.uk/government/organisations/commission-for-countering-extremism.atom,en-gb,united kingdom,governments,uk
Commission on Human Medicines - Activity on GOV.UK,https://www.gov.uk/government/organisations/commission-on-human-medicines.atom,en-gb,united kingdom,governments,uk
Committee on Climate Change - Activity on GOV.UK,https://www.gov.uk/government/organisations/committee-on-climate-change.atom,en-gb,united kingdom,governments,uk
Committee on Fuel Poverty - Activity on GOV.UK,https://www.gov.uk/government/organisations/committee-on-fuel-poverty.atom,en-gb,united kingdom,governments,uk
"Committee on Mutagenicity of Chemicals in Food, Consumer Products and the Environment - Activity on GOV.UK",https://www.gov.uk/government/organisations/committee-on-mutagenicity-of-chemicals-in-food-consumer-products-and-the-environment.atom,en-gb,united kingdom,governments,uk
Committee on Radioactive Waste Management - Activity on GOV.UK,https://www.gov.uk/government/organisations/committee-on-radioactive-waste-management.atom,en-gb,united kingdom,governments,uk
Committee on Standards in Public Life - Activity on GOV.UK,https://www.gov.uk/government/organisations/the-committee-on-standards-in-public-life.atom,en-gb,united kingdom,governments,uk
"Committee on Toxicity of Chemicals in Food, Consumer Products and the Environment - Activity on GOV.UK",https://www.gov.uk/government/organisations/committee-on-toxicity-of-chemicals-in-food-consumer-products-and-the-environment.atom,en-gb,united kingdom,governments,uk
Common Dreams,https://www.commondreams.org/feeds/feed.rss,en-us,,news,"world,government,united states,war,industry"
Commonwealth Scholarship Commission in the UK - Activity on GOV.UK,https://www.gov.uk/government/organisations/commonwealth-scholarship-commission-in-the-uk.atom,en-gb,united kingdom,governments,uk
Communauté Mozilla francophone,https://blog.mozfr.org/feed/atom,fr-fr,france,news,internet
Comodo,https://www.comodo.com/feed/,en-us,new jersey,corporations,"cybersecurity,software,technology,computer"
Companies House  - Activity on GOV.UK,https://www.gov.uk/government/organisations/companies-house.atom,en-gb,united kingdom,governments,uk
Companies House - Activity on GOV.UK,https://www.gov.uk/government/organisations/companies-house.atom,en-gb,united kingdom,governments,uk
Company Names Tribunal - Activity on GOV.UK,https://www.gov.uk/government/organisations/company-names-tribunal.atom,en-gb,united kingdom,governments,uk
Competition and Markets Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/competition-and-markets-authority.atom,en-gb,united kingdom,governments,uk
Competition Appeal Tribunal - Activity on GOV.UK,https://www.gov.uk/government/organisations/competition-appeal-tribunal.atom,en-gb,united kingdom,governments,uk
Competition Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/competition-service.atom,en-gb,united kingdom,governments,uk
Computer History,http://feeds.fosketts.net/StephenFoskettPackRat_ComputerHistory,en-us,,news,computer
computers are bad,https://computer.rip/rss.xml,en-us,,news,computer
"Conflict, Stability and Security Fund - Activity on GOV.UK",https://www.gov.uk/government/organisations/conflict-stability-and-security-fund.atom,en-gb,united kingdom,governments,uk
Confluent: Data in motion,https://www.confluent.io/rss.xml,en-us,,corporations,data
Construction Industry Training Board - Activity on GOV.UK,https://www.gov.uk/government/organisations/construction-industry-training-board.atom,en-gb,united kingdom,governments,uk
Consumer Council for Water - Activity on GOV.UK,https://www.gov.uk/government/organisations/consumer-council-for-water.atom,en-gb,united kingdom,governments,uk
Contabo Blog,https://contabo.com/blog/feed,en-us,germany,corporations,"vps,news"
Contabo Tutorials,https://contabo.com/blog/category/tutorials/feed/,en-us,germany,tutorials,"wordpress,vps,redis,docker,kubernetes,mariadb,linux"
Cook Nourish Bliss,https://cooknourishbliss.com/feed/,en-us,,catalogues,recipe
Copia Institute,https://copia.is/feed/,en-us,california,news,internet
Copyright Tribunal - Activity on GOV.UK,https://www.gov.uk/government/organisations/copyright-tribunal.atom,en-gb,united kingdom,governments,uk
Corporate Officers of the House of Commons - Activity on GOV.UK,https://www.gov.uk/government/organisations/corporate-officers-of-the-house-of-commons.atom,en-gb,united kingdom,governments,uk
Corporate Officers of the House of Lords - Activity on GOV.UK,https://www.gov.uk/government/organisations/corporate-officers-of-the-house-of-lords.atom,en-gb,united kingdom,governments,uk
Council for Science and Technology - Activity on GOV.UK,https://www.gov.uk/government/organisations/council-for-science-and-technology.atom,en-gb,united kingdom,governments,uk
Courageous Discourse™ with Dr. Peter McCullough & John Leake,https://petermcculloughmd.substack.com/feed,en-us,,news,general
Cours et Tutoriels sur le Langage SQL,https://sql.sh/feed,fr-fr,france,tutorials,sql
Covent Garden Market Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/covent-garden-market-authority.atom,en-gb,united kingdom,governments,uk
cowlark.com,http://cowlark.com/feed.rss,en-us,scotland,news,"computer,sbc,software,game,nostalgic"
CoyIM,https://coy.im/feed.xml,en-us,,projects,"chat,xmpp,internet"
Criminal Cases Review Commission - Activity on GOV.UK,https://www.gov.uk/government/organisations/criminal-cases-review-commission.atom,en-gb,united kingdom,governments,uk
Criminal Injuries Compensation Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/criminal-injuries-compensation-authority.atom,en-gb,united kingdom,governments,uk
Criminal Procedure Rule Committee - Activity on GOV.UK,https://www.gov.uk/government/organisations/criminal-procedure-rule-committee.atom,en-gb,united kingdom,governments,uk
Crossrail International - Activity on GOV.UK,https://www.gov.uk/government/organisations/crossrail-international.atom,en-gb,united kingdom,governments,uk
Crown Commercial Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/crown-commercial-service.atom,en-gb,united kingdom,governments,uk
Crown Prosecution Service - Activity on GOV.UK,https://www.gov.uk/government/organisations/crown-prosecution-service.atom,en-gb,united kingdom,governments,uk
Crumina,https://crumina.net/feed/,en-us,ukraine,catalogues,"design,theme"
Crumina,https://crumina.net/feed/,en-us,ukraine,news,"design,theme"
Cryptocurrency – Simplified Privacy,https://simplifiedprivacy.com/category/cryptocurrency/feed/,en-us,cambodia,news,blockchain
CryptoPotato,https://cryptopotato.com/feed/,en-us,,news,"blockchain,finance"
CryptoSlate,https://cryptoslate.com/feed/,en-us,,news,"technology,blockchain,finance"
CryptPad,https://blog.ludovic.org/xwiki/bin/view/Blog/CryptPad?xpage=plain&sheet=Blog.CategoryRss,en-us,france,projects,office
ctan-ann,https://www.ctan.org/ctan-ann/atom.xml,en-us,,catalogues,software
c't Magazin,https://social.heise.de/@ct_Magazin.rss,de-de,germany,news,"technology,computer,technology,electronics"
Ctrl blog: Advertisement Technology,https://feed.ctrl.blog/topic/advertisement-technology.atom,en-us,,news,technology
Ctrl blog: Backup,https://feed.ctrl.blog/topic/backup.atom,en-us,,news,miscellaneous
Ctrl blog: Browser Extensions,https://feed.ctrl.blog/topic/browser-extensions.atom,en-us,,news,internet
Ctrl blog: Compression,https://feed.ctrl.blog/topic/compression.atom,en-us,,news,miscellaneous
Ctrl blog: Crypto-currencies,https://feed.ctrl.blog/topic/crypto-currencies.atom,en-us,,news,blockchain
Ctrl blog: Distributed web,https://feed.ctrl.blog/topic/distributed-web.atom,en-us,,news,internet
Ctrl blog: DNS,https://feed.ctrl.blog/topic/dns.atom,en-us,,news,internet
Ctrl blog: Email,https://feed.ctrl.blog/topic/email.atom,en-us,,news,internet
Ctrl blog: Fedora Linux,https://feed.ctrl.blog/topic/fedora-linux.atom,en-us,,news,"unix,linux"
Ctrl blog: HTML,https://feed.ctrl.blog/topic/html.atom,en-us,,news,internet
Ctrl blog: HTTP Caching,https://feed.ctrl.blog/topic/http-caching.atom,en-us,,news,internet
Ctrl blog,https://feed.ctrl.blog/latest.atom,en-us,,news,internet
Ctrl blog: Linux,https://feed.ctrl.blog/topic/linux.atom,en-us,,news,unix
Ctrl blog: Metadata,https://feed.ctrl.blog/topic/metadata.atom,en-us,,news,miscellaneous
Ctrl blog: Mobile Apps,https://feed.ctrl.blog/topic/mobile-apps.atom,en-us,,news,computer
Ctrl blog: Networking,https://feed.ctrl.blog/topic/networking.atom,en-us,,news,internet
Ctrl blog: P2P,https://feed.ctrl.blog/topic/p2p.atom,en-us,,news,"internet,p2p"
Ctrl blog: Privacy,https://feed.ctrl.blog/topic/privacy.atom,en-us,,news,privacy
Ctrl blog: Search engines,https://feed.ctrl.blog/topic/search-engines.atom,en-us,,news,internet
Ctrl blog: Security,https://feed.ctrl.blog/topic/security.atom,en-us,,news,security
Ctrl blog: Syndication feeds,https://feed.ctrl.blog/topic/syndication-feeds.atom,en-us,,news,internet
Ctrl blog: VPN,https://feed.ctrl.blog/topic/vpn.atom,en-us,,news,internet
Ctrl blog: Web Browsers,https://feed.ctrl.blog/topic/web-browsers.atom,en-us,,news,internet
Ctrl blog: Web Monetization,https://feed.ctrl.blog/topic/web-monetization.atom,en-us,,news,internet
Ctrl blog: Wi-Fi,https://feed.ctrl.blog/topic/wi-fi.atom,en-us,,news,internet
Ctrl blog: WordPress,https://feed.ctrl.blog/topic/wordpress.atom,en-us,,news,internet
cynix,https://git.2f30.org/cynix/atom.xml,en-us,,projects,operating_system
Daash Robotics,https://www.daashrobotics.com/products?format=rss,en-us,california,catalogues,"computer,robotics"
Daily Stormer,https://dailystormer.in/feed/,en-us,,news,"technology,war,government,propaganda"
Daily Urbanista,https://dailyurbanista.com/feed/atom/,en-us,,news,relationship
Dan Bader,https://dbader.org/rss,en-us,,tutorials,python
Dan d'Auge,https://fedi.thechangebook.org/feed/dandauge,fr-fr,france,news,people
Dan d'Auge,https://mamot.fr/@dandauge.rss,fr-fr,france,news,people
Daniel Aleksandersen,https://mastodon.daniel.priv.no/@da.rss,en-us,,news,people
Daring Fireball (Articles),https://daringfireball.net/feeds/articles,en-us,,news,"computer,software,technology,industry,digital"
Daring Fireball,https://daringfireball.net/feeds/main,en-us,,news,"computer,software,technology,industry,digital"
Daring Fireball,https://mastodon.social/@daringfireball.rss,en-us,,news,"computer,software,technology,industry,digital"
Dartmoor National Park Authority - Activity on GOV.UK,https://www.gov.uk/government/organisations/dartmoor-national-park-authority.atom,en-gb,united kingdom,governments,uk
Datadog,https://www.datadoghq.com/index.xml,en-us,new york,corporations,"internet,cloud,cybersecurity"
Data Science Parichay,https://datascienceparichay.com/feed/,en-us,,tutorials,"data,python"
Datenschutz,https://www.datenschutz.org/feed/,de-de,germany,news,data
DB Browser for SQLite,https://sqlitebrowser.org/index.xml,en-us,,projects,"database,sqlite"
Debian Long Term Support on Freexian,https://www.freexian.com/lts/debian/index.xml,en-us,france,corporations,"linux,computing"
Debricked,https://careers.debricked.com/blog/posts.rss,en-us,,catalogues,vacancy
Debricked,https://debricked.com/blog/feed/,en-us,,corporations,computer
Debricked,https://debricked.com/blog/feed/,en-us,,news,computer
decent.im,http://decent.im/rss.xml,en-us,germany,news,xmpp
Decrypt,https://decrypt.co/feed,en-us,,news,blockchain
Deep Thoughts by Raymond Hettinger,https://rhettinger.wordpress.com/feed/,en-us,,news,"python,technology"
Deep Thoughts by Raymond Hettinger,https://rhettinger.wordpress.com/feed/,en-us,,tutorials,"python,technology"
Defence Academy of the United Kingdom - Activity on GOV.UK,https://www.gov.uk/government/organisations/defence-academy.atom,en-gb,united kingdom,governments,uk
